timestamp,client_ip,method,endpoint,status_code,response_time_ms,payload_size,user_agent
2026-04-04 00:35:54,192.168.1.126,GET,/admin,404,11.45,4096,AttackSimulator/1.0
2026-04-04 00:35:54,192.168.1.44,GET,/data,200,2.05,512,NormalAgent/1.0
2026-04-04 00:36:04,192.168.1.65,GET,/admin,200,11.71,1024,AttackSimulator/1.0
2026-04-04 00:36:14,192.168.1.148,GET,/login,200,1.53,64,NormalAgent/1.0
2026-04-04 00:36:18,192.168.1.121,GET,/login,200,1.9,128,NormalAgent/1.0
2026-04-04 00:36:24,192.168.1.9,GET,/,200,2.92,64,NormalAgent/1.0
2026-04-04 00:36:24,192.168.1.148,GET,/secret,500,7.43,1024,AttackSimulator/1.0
2026-04-04 00:36:26,192.168.1.59,GET,/health,200,1.12,512,NormalAgent/1.0
2026-04-04 00:36:30,192.168.1.77,GET,/data,200,2.95,256,NormalAgent/1.0
2026-04-04 00:36:30,192.168.1.146,GET,/login,200,2.06,128,NormalAgent/1.0
2026-04-04 00:36:44,192.168.1.170,GET,/login,200,0.56,0,NormalAgent/1.0
2026-04-04 00:36:45,192.168.1.199,GET,/login,500,14.04,2048,AttackSimulator/1.0
2026-04-04 00:36:49,192.168.1.11,GET,/debug,404,3.2,1024,AttackSimulator/1.0
2026-04-04 00:36:55,192.168.1.183,GET,/health,200,2.89,128,NormalAgent/1.0
2026-04-04 00:37:06,192.168.1.21,GET,/data,404,0.71,64,NormalAgent/1.0
2026-04-04 00:37:06,192.168.1.44,GET,/admin,403,9.29,2048,AttackSimulator/1.0
2026-04-04 00:37:09,192.168.1.37,GET,/admin,404,3.52,512,AttackSimulator/1.0
2026-04-04 00:37:12,192.168.1.103,GET,/health,404,2.23,512,NormalAgent/1.0
2026-04-04 00:37:16,192.168.1.112,GET,/login,200,0.85,0,NormalAgent/1.0
2026-04-04 00:37:19,192.168.1.139,GET,/data,200,2.64,256,NormalAgent/1.0
2026-04-04 00:37:36,192.168.1.38,GET,/login,200,2.78,512,NormalAgent/1.0
2026-04-04 00:37:43,192.168.1.35,GET,/admin,401,5.16,512,AttackSimulator/1.0
2026-04-04 00:38:02,192.168.1.60,GET,/,200,1.35,512,NormalAgent/1.0
2026-04-04 00:38:09,192.168.1.187,GET,/,200,2.94,0,NormalAgent/1.0
2026-04-04 00:38:10,192.168.1.82,GET,/login,200,2.52,0,NormalAgent/1.0
2026-04-04 00:38:15,192.168.1.98,GET,/data,200,2.03,512,NormalAgent/1.0
2026-04-04 00:38:15,192.168.1.194,GET,/health,200,2.19,128,NormalAgent/1.0
2026-04-04 00:38:16,192.168.1.40,GET,/login,404,1.05,256,NormalAgent/1.0
2026-04-04 00:38:21,192.168.1.80,GET,/config,404,12.39,1024,AttackSimulator/1.0
2026-04-04 00:38:22,192.168.1.38,GET,/data,200,1.28,256,NormalAgent/1.0
2026-04-04 00:38:32,192.168.1.87,GET,/data,200,1.91,0,NormalAgent/1.0
2026-04-04 00:38:35,192.168.1.4,GET,/health,200,1.83,0,NormalAgent/1.0
2026-04-04 00:38:35,192.168.1.52,GET,/,200,2.22,64,NormalAgent/1.0
2026-04-04 00:38:38,192.168.1.111,GET,/admin,404,3.77,0,AttackSimulator/1.0
2026-04-04 00:38:41,192.168.1.11,GET,/admin,401,8.39,2048,AttackSimulator/1.0
2026-04-04 00:38:47,192.168.1.100,GET,/admin,401,11.68,2048,AttackSimulator/1.0
2026-04-04 00:38:50,192.168.1.125,GET,/data,200,1.43,512,NormalAgent/1.0
2026-04-04 00:38:50,192.168.1.125,GET,/login,200,3.19,2048,AttackSimulator/1.0
2026-04-04 00:38:51,192.168.1.96,GET,/login,200,1.58,128,NormalAgent/1.0
2026-04-04 00:38:59,192.168.1.194,GET,/health,200,0.65,0,NormalAgent/1.0
2026-04-04 00:39:00,192.168.1.14,GET,/login,200,2.12,512,NormalAgent/1.0
2026-04-04 00:39:05,192.168.1.76,GET,/data,200,2.15,512,NormalAgent/1.0
2026-04-04 00:39:19,192.168.1.110,GET,/login,200,2.72,128,NormalAgent/1.0
2026-04-04 00:39:22,192.168.1.124,GET,/admin,500,2.45,1024,AttackSimulator/1.0
2026-04-04 00:39:28,192.168.1.120,GET,/admin,404,5.04,4096,AttackSimulator/1.0
2026-04-04 00:39:34,192.168.1.162,GET,/data,200,2.13,256,NormalAgent/1.0
2026-04-04 00:39:50,192.168.1.86,GET,/health,200,2.77,128,NormalAgent/1.0
2026-04-04 00:39:53,192.168.1.31,GET,/,200,2.56,128,NormalAgent/1.0
2026-04-04 00:39:58,192.168.1.15,GET,/,200,2.29,256,NormalAgent/1.0
2026-04-04 00:40:13,192.168.1.65,GET,/,200,0.55,64,NormalAgent/1.0
2026-04-04 00:40:18,192.168.1.164,GET,/login,403,2.71,512,AttackSimulator/1.0
2026-04-04 00:40:24,192.168.1.137,GET,/health,200,1.95,0,NormalAgent/1.0
2026-04-04 00:40:30,192.168.1.107,GET,/login,404,2.01,0,NormalAgent/1.0
2026-04-04 00:40:32,192.168.1.173,GET,/login,200,0.74,64,NormalAgent/1.0
2026-04-04 00:40:34,192.168.1.74,GET,/,200,1.19,512,NormalAgent/1.0
2026-04-04 00:40:36,192.168.1.171,GET,/login,404,1.82,64,NormalAgent/1.0
2026-04-04 00:40:41,192.168.1.87,GET,/health,200,2.0,256,NormalAgent/1.0
2026-04-04 00:40:52,192.168.1.5,GET,/admin,403,10.43,0,AttackSimulator/1.0
2026-04-04 00:41:05,192.168.1.102,GET,/,200,2.3,512,NormalAgent/1.0
2026-04-04 00:41:08,192.168.1.136,GET,/data,200,2.83,128,NormalAgent/1.0
2026-04-04 00:41:08,192.168.1.150,GET,/health,200,1.33,128,NormalAgent/1.0
2026-04-04 00:41:10,192.168.1.23,GET,/data,200,1.05,64,NormalAgent/1.0
2026-04-04 00:41:12,192.168.1.160,GET,/debug,500,2.49,1024,AttackSimulator/1.0
2026-04-04 00:41:14,192.168.1.139,GET,/config,500,4.71,512,AttackSimulator/1.0
2026-04-04 00:41:15,192.168.1.37,GET,/,404,1.62,512,NormalAgent/1.0
2026-04-04 00:41:16,192.168.1.27,GET,/debug,401,7.33,512,AttackSimulator/1.0
2026-04-04 00:41:22,192.168.1.29,GET,/health,200,0.74,512,NormalAgent/1.0
2026-04-04 00:41:23,192.168.1.175,GET,/health,200,1.55,0,NormalAgent/1.0
2026-04-04 00:41:23,192.168.1.168,GET,/secret,404,5.68,0,AttackSimulator/1.0
2026-04-04 00:41:29,192.168.1.142,GET,/,200,2.45,512,NormalAgent/1.0
2026-04-04 00:41:34,192.168.1.48,GET,/secret,404,14.25,4096,AttackSimulator/1.0
2026-04-04 00:41:35,192.168.1.17,GET,/login,200,1.79,0,NormalAgent/1.0
2026-04-04 00:41:36,192.168.1.193,GET,/data,200,1.44,128,NormalAgent/1.0
2026-04-04 00:41:40,192.168.1.187,GET,/data,200,0.8,0,NormalAgent/1.0
2026-04-04 00:41:42,192.168.1.131,GET,/health,200,2.26,512,NormalAgent/1.0
2026-04-04 00:41:54,192.168.1.85,GET,/admin,401,9.29,2048,AttackSimulator/1.0
2026-04-04 00:42:01,192.168.1.183,GET,/debug,401,12.47,4096,AttackSimulator/1.0
2026-04-04 00:42:06,192.168.1.78,GET,/data,200,1.02,512,NormalAgent/1.0
2026-04-04 00:42:19,192.168.1.65,GET,/login,200,8.97,2048,AttackSimulator/1.0
2026-04-04 00:42:23,192.168.1.164,GET,/login,200,2.29,64,NormalAgent/1.0
2026-04-04 00:42:26,192.168.1.17,GET,/login,200,0.68,128,NormalAgent/1.0
2026-04-04 00:42:40,192.168.1.12,GET,/config,200,13.68,2048,AttackSimulator/1.0
2026-04-04 00:42:49,192.168.1.100,GET,/admin,403,12.38,0,AttackSimulator/1.0
2026-04-04 00:42:56,192.168.1.104,GET,/debug,500,8.62,1024,AttackSimulator/1.0
2026-04-04 00:43:09,192.168.1.33,GET,/,200,1.14,64,NormalAgent/1.0
2026-04-04 00:43:09,192.168.1.38,GET,/debug,403,14.79,512,AttackSimulator/1.0
2026-04-04 00:43:12,192.168.1.124,GET,/,404,2.76,64,NormalAgent/1.0
2026-04-04 00:43:13,192.168.1.80,GET,/health,200,2.91,512,NormalAgent/1.0
2026-04-04 00:43:13,192.168.1.26,GET,/admin,403,4.16,2048,AttackSimulator/1.0
2026-04-04 00:43:30,192.168.1.90,GET,/data,200,2.35,256,NormalAgent/1.0
2026-04-04 00:43:30,192.168.1.30,GET,/data,404,1.92,128,NormalAgent/1.0
2026-04-04 00:43:37,192.168.1.37,GET,/login,404,2.95,256,NormalAgent/1.0
2026-04-04 00:43:43,192.168.1.12,GET,/data,200,1.44,256,NormalAgent/1.0
2026-04-04 00:43:45,192.168.1.195,GET,/health,200,0.98,0,NormalAgent/1.0
2026-04-04 00:43:46,192.168.1.179,GET,/login,200,2.6,64,NormalAgent/1.0
2026-04-04 00:44:06,192.168.1.191,GET,/health,200,2.48,512,NormalAgent/1.0
2026-04-04 00:44:15,192.168.1.76,GET,/login,500,3.01,4096,AttackSimulator/1.0
2026-04-04 00:44:40,192.168.1.91,GET,/health,404,1.78,256,NormalAgent/1.0
2026-04-04 00:44:42,192.168.1.4,GET,/health,200,2.49,256,NormalAgent/1.0
2026-04-04 00:44:44,192.168.1.187,GET,/config,401,6.45,0,AttackSimulator/1.0
2026-04-04 00:44:48,192.168.1.54,GET,/health,404,1.79,128,NormalAgent/1.0
2026-04-04 00:44:51,192.168.1.125,GET,/login,200,1.94,128,NormalAgent/1.0
2026-04-04 00:44:51,192.168.1.130,GET,/health,200,2.6,64,NormalAgent/1.0
2026-04-04 00:44:52,192.168.1.172,GET,/data,200,1.92,0,NormalAgent/1.0
2026-04-04 00:44:57,192.168.1.88,GET,/,200,0.53,128,NormalAgent/1.0
2026-04-04 00:45:04,192.168.1.28,GET,/data,404,2.38,512,NormalAgent/1.0
2026-04-04 00:45:09,192.168.1.150,GET,/admin,500,14.22,4096,AttackSimulator/1.0
2026-04-04 00:45:11,192.168.1.200,GET,/data,200,2.14,256,NormalAgent/1.0
2026-04-04 00:45:13,192.168.1.48,GET,/login,200,1.53,256,NormalAgent/1.0
2026-04-04 00:45:13,192.168.1.54,GET,/login,200,2.75,64,NormalAgent/1.0
2026-04-04 00:45:20,192.168.1.73,GET,/health,200,0.94,512,NormalAgent/1.0
2026-04-04 00:45:24,192.168.1.29,GET,/admin,403,4.95,1024,AttackSimulator/1.0
2026-04-04 00:45:26,192.168.1.168,GET,/login,200,0.6,0,NormalAgent/1.0
2026-04-04 00:45:28,192.168.1.90,GET,/debug,403,2.4,512,AttackSimulator/1.0
2026-04-04 00:45:32,192.168.1.162,GET,/login,200,2.43,0,NormalAgent/1.0
2026-04-04 00:45:32,192.168.1.84,GET,/secret,403,7.21,512,AttackSimulator/1.0
2026-04-04 00:45:37,192.168.1.8,GET,/data,200,1.82,512,NormalAgent/1.0
2026-04-04 00:45:43,192.168.1.140,GET,/admin,404,8.38,512,AttackSimulator/1.0
2026-04-04 00:45:45,192.168.1.23,GET,/data,200,2.2,128,NormalAgent/1.0
2026-04-04 00:45:46,192.168.1.169,GET,/data,200,2.94,0,NormalAgent/1.0
2026-04-04 00:45:47,192.168.1.141,GET,/admin,401,9.58,512,AttackSimulator/1.0
2026-04-04 00:45:52,192.168.1.171,GET,/config,401,6.34,2048,AttackSimulator/1.0
2026-04-04 00:46:03,192.168.1.15,GET,/admin,404,6.03,4096,AttackSimulator/1.0
2026-04-04 00:46:03,192.168.1.131,GET,/admin,200,9.69,4096,AttackSimulator/1.0
2026-04-04 00:46:13,192.168.1.125,GET,/login,200,2.48,512,NormalAgent/1.0
2026-04-04 00:46:15,192.168.1.102,GET,/,200,0.51,64,NormalAgent/1.0
2026-04-04 00:46:24,192.168.1.182,GET,/health,200,2.41,512,NormalAgent/1.0
2026-04-04 00:46:26,192.168.1.60,GET,/secret,500,11.77,512,AttackSimulator/1.0
2026-04-04 00:46:31,192.168.1.81,GET,/debug,200,13.93,512,AttackSimulator/1.0
2026-04-04 00:46:33,192.168.1.123,GET,/,200,2.81,64,NormalAgent/1.0
2026-04-04 00:46:36,192.168.1.10,GET,/login,200,1.81,256,NormalAgent/1.0
2026-04-04 00:46:37,192.168.1.173,GET,/admin,500,2.59,1024,AttackSimulator/1.0
2026-04-04 00:46:38,192.168.1.52,GET,/health,200,2.97,0,NormalAgent/1.0
2026-04-04 00:46:40,192.168.1.84,GET,/admin,200,2.59,1024,AttackSimulator/1.0
2026-04-04 00:46:44,192.168.1.85,GET,/data,200,2.46,256,NormalAgent/1.0
2026-04-04 00:46:44,192.168.1.159,GET,/login,200,1.72,512,NormalAgent/1.0
2026-04-04 00:46:45,192.168.1.92,GET,/,200,2.07,256,NormalAgent/1.0
2026-04-04 00:46:47,192.168.1.187,GET,/,404,1.49,64,NormalAgent/1.0
2026-04-04 00:46:47,192.168.1.197,GET,/admin,403,8.95,2048,AttackSimulator/1.0
2026-04-04 00:46:53,192.168.1.153,GET,/login,404,0.5,512,NormalAgent/1.0
2026-04-04 00:46:55,192.168.1.168,GET,/health,200,2.45,512,NormalAgent/1.0
2026-04-04 00:47:01,192.168.1.6,GET,/admin,404,14.39,2048,AttackSimulator/1.0
2026-04-04 00:47:04,192.168.1.188,GET,/login,200,6.08,1024,AttackSimulator/1.0
2026-04-04 00:47:07,192.168.1.7,GET,/,200,1.15,64,NormalAgent/1.0
2026-04-04 00:47:08,192.168.1.38,GET,/login,500,6.82,512,AttackSimulator/1.0
2026-04-04 00:47:12,192.168.1.85,GET,/login,200,2.52,512,AttackSimulator/1.0
2026-04-04 00:47:23,192.168.1.44,GET,/,200,2.4,64,NormalAgent/1.0
2026-04-04 00:47:29,192.168.1.188,GET,/login,200,1.79,512,NormalAgent/1.0
2026-04-04 00:47:39,192.168.1.9,GET,/debug,500,11.22,512,AttackSimulator/1.0
2026-04-04 00:47:41,192.168.1.175,GET,/login,200,13.38,0,AttackSimulator/1.0
2026-04-04 00:47:51,192.168.1.200,GET,/,200,0.76,512,NormalAgent/1.0
2026-04-04 00:47:54,192.168.1.47,GET,/login,404,2.59,256,NormalAgent/1.0
2026-04-04 00:48:01,192.168.1.142,GET,/,200,2.15,512,NormalAgent/1.0
2026-04-04 00:48:03,192.168.1.186,GET,/,404,2.08,512,NormalAgent/1.0
2026-04-04 00:48:03,192.168.1.157,GET,/,200,1.18,256,NormalAgent/1.0
2026-04-04 00:48:22,192.168.1.98,GET,/data,200,2.6,0,NormalAgent/1.0
2026-04-04 00:48:22,192.168.1.143,GET,/health,200,0.76,0,NormalAgent/1.0
2026-04-04 00:48:27,192.168.1.3,GET,/login,200,1.43,512,NormalAgent/1.0
2026-04-04 00:48:29,192.168.1.52,GET,/login,200,14.67,4096,AttackSimulator/1.0
2026-04-04 00:48:31,192.168.1.93,GET,/admin,401,2.73,0,AttackSimulator/1.0
2026-04-04 00:48:46,192.168.1.116,GET,/login,200,1.62,128,NormalAgent/1.0
2026-04-04 00:48:47,192.168.1.97,GET,/health,200,2.99,512,NormalAgent/1.0
2026-04-04 00:48:47,192.168.1.82,GET,/health,200,1.75,128,NormalAgent/1.0
2026-04-04 00:48:59,192.168.1.61,GET,/login,200,0.85,128,NormalAgent/1.0
2026-04-04 00:49:01,192.168.1.15,GET,/login,200,1.07,64,NormalAgent/1.0
2026-04-04 00:49:18,192.168.1.126,GET,/,200,2.57,0,NormalAgent/1.0
2026-04-04 00:49:29,192.168.1.21,GET,/data,200,2.21,0,NormalAgent/1.0
2026-04-04 00:49:30,192.168.1.77,GET,/admin,404,4.97,512,AttackSimulator/1.0
2026-04-04 00:49:34,192.168.1.196,GET,/secret,200,9.1,512,AttackSimulator/1.0
2026-04-04 00:49:41,192.168.1.98,GET,/,200,1.37,512,NormalAgent/1.0
2026-04-04 00:49:42,192.168.1.97,GET,/secret,404,14.95,512,AttackSimulator/1.0
2026-04-04 00:49:50,192.168.1.140,GET,/data,200,1.33,0,NormalAgent/1.0
2026-04-04 00:49:52,192.168.1.28,GET,/health,200,1.71,256,NormalAgent/1.0
2026-04-04 00:49:52,192.168.1.148,GET,/login,200,1.84,512,NormalAgent/1.0
2026-04-04 00:50:07,192.168.1.138,GET,/login,404,2.09,256,NormalAgent/1.0
2026-04-04 00:50:08,192.168.1.44,GET,/,200,2.84,256,NormalAgent/1.0
2026-04-04 00:50:27,192.168.1.193,GET,/health,404,0.59,512,NormalAgent/1.0
2026-04-04 00:50:27,192.168.1.101,GET,/admin,200,2.61,4096,AttackSimulator/1.0
2026-04-04 00:50:39,192.168.1.52,GET,/login,200,11.46,4096,AttackSimulator/1.0
2026-04-04 00:50:50,192.168.1.196,GET,/login,404,2.84,0,NormalAgent/1.0
2026-04-04 00:50:54,192.168.1.90,GET,/data,200,2.52,64,NormalAgent/1.0
2026-04-04 00:51:05,192.168.1.181,GET,/data,200,1.7,128,NormalAgent/1.0
2026-04-04 00:51:07,192.168.1.69,GET,/admin,404,4.77,1024,AttackSimulator/1.0
2026-04-04 00:51:07,192.168.1.83,GET,/data,200,1.46,128,NormalAgent/1.0
2026-04-04 00:51:32,192.168.1.119,GET,/login,200,4.87,4096,AttackSimulator/1.0
2026-04-04 00:51:41,192.168.1.130,GET,/,200,2.22,128,NormalAgent/1.0
2026-04-04 00:51:41,192.168.1.94,GET,/login,200,1.92,64,NormalAgent/1.0
2026-04-04 00:51:43,192.168.1.57,GET,/,200,2.07,128,NormalAgent/1.0
2026-04-04 00:52:01,192.168.1.44,GET,/login,200,0.7,256,NormalAgent/1.0
2026-04-04 00:52:16,192.168.1.35,GET,/data,200,2.74,64,NormalAgent/1.0
2026-04-04 00:52:33,192.168.1.198,GET,/admin,401,5.58,2048,AttackSimulator/1.0
2026-04-04 00:52:35,192.168.1.197,GET,/login,200,1.5,128,NormalAgent/1.0
2026-04-04 00:52:41,192.168.1.92,GET,/,200,1.66,256,NormalAgent/1.0
2026-04-04 00:52:45,192.168.1.114,GET,/login,200,2.31,0,NormalAgent/1.0
2026-04-04 00:52:58,192.168.1.40,GET,/,200,2.54,64,NormalAgent/1.0
2026-04-04 00:53:14,192.168.1.96,GET,/health,200,0.91,64,NormalAgent/1.0
2026-04-04 00:53:15,192.168.1.159,GET,/admin,403,9.61,512,AttackSimulator/1.0
2026-04-04 00:53:18,192.168.1.59,GET,/login,401,3.63,0,AttackSimulator/1.0
2026-04-04 00:53:21,192.168.1.192,GET,/,200,0.72,0,NormalAgent/1.0
2026-04-04 00:53:23,192.168.1.194,GET,/,200,0.66,64,NormalAgent/1.0
2026-04-04 00:53:28,192.168.1.46,GET,/,404,0.98,64,NormalAgent/1.0
2026-04-04 00:53:30,192.168.1.144,GET,/,404,0.88,512,NormalAgent/1.0
2026-04-04 00:53:43,192.168.1.148,GET,/health,200,1.34,256,NormalAgent/1.0
2026-04-04 00:53:46,192.168.1.7,GET,/health,200,1.94,512,NormalAgent/1.0
2026-04-04 00:53:48,192.168.1.79,GET,/health,200,1.98,256,NormalAgent/1.0
2026-04-04 00:53:55,192.168.1.176,GET,/login,404,0.73,128,NormalAgent/1.0
2026-04-04 00:53:56,192.168.1.197,GET,/data,200,2.81,64,NormalAgent/1.0
2026-04-04 00:53:58,192.168.1.188,GET,/,404,2.6,512,NormalAgent/1.0
2026-04-04 00:53:58,192.168.1.181,GET,/health,404,2.7,128,NormalAgent/1.0
2026-04-04 00:54:01,192.168.1.144,GET,/,200,2.82,0,NormalAgent/1.0
2026-04-04 00:54:03,192.168.1.70,GET,/,200,0.68,256,NormalAgent/1.0
2026-04-04 00:54:10,192.168.1.95,GET,/secret,404,12.21,4096,AttackSimulator/1.0
2026-04-04 00:54:13,192.168.1.68,GET,/data,200,1.84,128,NormalAgent/1.0
2026-04-04 00:54:15,192.168.1.122,GET,/admin,403,5.73,0,AttackSimulator/1.0
2026-04-04 00:54:15,192.168.1.54,GET,/health,200,1.2,0,NormalAgent/1.0
2026-04-04 00:54:20,192.168.1.118,GET,/,200,2.63,64,NormalAgent/1.0
2026-04-04 00:54:22,192.168.1.23,GET,/admin,404,3.03,4096,AttackSimulator/1.0
2026-04-04 00:54:25,192.168.1.100,GET,/login,200,0.98,256,NormalAgent/1.0
2026-04-04 00:54:26,192.168.1.24,GET,/health,200,1.71,128,NormalAgent/1.0
2026-04-04 00:54:41,192.168.1.25,GET,/,200,2.28,0,NormalAgent/1.0
2026-04-04 00:55:01,192.168.1.137,GET,/,404,1.2,128,NormalAgent/1.0
2026-04-04 00:55:02,192.168.1.121,GET,/admin,403,8.3,2048,AttackSimulator/1.0
2026-04-04 00:55:09,192.168.1.21,GET,/health,200,1.83,256,NormalAgent/1.0
2026-04-04 00:55:11,192.168.1.68,GET,/health,404,2.79,512,NormalAgent/1.0
2026-04-04 00:55:11,192.168.1.87,GET,/secret,401,8.66,1024,AttackSimulator/1.0
2026-04-04 00:55:16,192.168.1.156,GET,/data,200,1.25,128,NormalAgent/1.0
2026-04-04 00:55:17,192.168.1.40,GET,/,200,2.53,128,NormalAgent/1.0
2026-04-04 00:55:23,192.168.1.194,GET,/login,200,2.9,64,NormalAgent/1.0
2026-04-04 00:55:26,192.168.1.154,GET,/secret,401,12.57,1024,AttackSimulator/1.0
2026-04-04 00:55:35,192.168.1.171,GET,/health,404,1.56,128,NormalAgent/1.0
2026-04-04 00:55:37,192.168.1.160,GET,/debug,403,5.12,512,AttackSimulator/1.0
2026-04-04 00:55:39,192.168.1.112,GET,/,200,2.79,128,NormalAgent/1.0
2026-04-04 00:55:39,192.168.1.170,GET,/config,401,12.59,4096,AttackSimulator/1.0
2026-04-04 00:55:41,192.168.1.22,GET,/health,200,2.73,128,NormalAgent/1.0
2026-04-04 00:56:03,192.168.1.126,GET,/data,404,2.17,0,NormalAgent/1.0
2026-04-04 00:56:10,192.168.1.190,GET,/health,200,0.71,128,NormalAgent/1.0
2026-04-04 00:56:11,192.168.1.85,GET,/login,200,1.33,512,NormalAgent/1.0
2026-04-04 00:56:19,192.168.1.182,GET,/admin,403,7.27,4096,AttackSimulator/1.0
2026-04-04 00:56:24,192.168.1.70,GET,/data,200,1.8,256,NormalAgent/1.0
2026-04-04 00:56:28,192.168.1.78,GET,/,200,1.73,512,NormalAgent/1.0
2026-04-04 00:56:29,192.168.1.22,GET,/data,200,1.32,512,NormalAgent/1.0
2026-04-04 00:56:31,192.168.1.138,GET,/data,200,1.49,64,NormalAgent/1.0
2026-04-04 00:56:33,192.168.1.96,GET,/login,200,2.53,0,NormalAgent/1.0
2026-04-04 00:56:36,192.168.1.116,GET,/admin,200,13.77,0,AttackSimulator/1.0
2026-04-04 00:56:38,192.168.1.42,GET,/admin,403,8.69,512,AttackSimulator/1.0
2026-04-04 00:56:53,192.168.1.132,GET,/admin,401,4.27,512,AttackSimulator/1.0
2026-04-04 00:56:55,192.168.1.187,GET,/login,200,0.77,256,NormalAgent/1.0
2026-04-04 00:57:00,192.168.1.87,GET,/health,200,1.68,0,NormalAgent/1.0
2026-04-04 00:57:05,192.168.1.31,GET,/data,200,0.73,128,NormalAgent/1.0
2026-04-04 00:57:05,192.168.1.153,GET,/admin,404,13.22,2048,AttackSimulator/1.0
2026-04-04 00:57:12,192.168.1.111,GET,/admin,401,12.86,1024,AttackSimulator/1.0
2026-04-04 00:57:17,192.168.1.90,GET,/,404,1.95,512,NormalAgent/1.0
2026-04-04 00:57:18,192.168.1.126,GET,/data,200,2.57,128,NormalAgent/1.0
2026-04-04 00:57:18,192.168.1.52,GET,/login,200,1.56,512,NormalAgent/1.0
2026-04-04 00:57:38,192.168.1.48,GET,/secret,404,5.28,512,AttackSimulator/1.0
2026-04-04 00:57:41,192.168.1.106,GET,/,200,2.64,512,NormalAgent/1.0
2026-04-04 00:57:50,192.168.1.24,GET,/data,200,2.73,512,NormalAgent/1.0
2026-04-04 00:57:53,192.168.1.149,GET,/data,404,1.81,0,NormalAgent/1.0
2026-04-04 00:57:59,192.168.1.22,GET,/login,200,2.75,512,NormalAgent/1.0
2026-04-04 00:58:12,192.168.1.49,GET,/admin,200,9.54,0,AttackSimulator/1.0
2026-04-04 00:58:17,192.168.1.7,GET,/data,200,1.38,128,NormalAgent/1.0
2026-04-04 00:58:24,192.168.1.40,GET,/,200,1.39,64,NormalAgent/1.0
2026-04-04 00:58:29,192.168.1.162,GET,/login,200,1.18,512,NormalAgent/1.0
